=== resource capture start ===

--- t=0s ---
[thread times]
141997 (rtos_client) R 140665 140665 140664 34819 140665 4194304 405 0 0 0 0 1 0 0 20 0 1 0 140458608 20602880 928 18446744073709551615 104964150812672 104964150832529 140727593411408 0 0 0 0 4102 0 0 0 0 17 3 0 0 0 0 0 104964150843872 104964150845456 104965077848064 140727593416450 140727593416478 140727593416478 140727593418730 0

[status]
Name:	rtos_client
Umask:	0022
State:	R (running)
Tgid:	141997
Ngid:	0
Pid:	141997
PPid:	140665
TracerPid:	0
Uid:	0	0	0	0
Gid:	0	0	0	0
FDSize:	256
Groups:	0 
NStgid:	141997
NSpid:	141997
NSpgid:	140665
NSsid:	140664
Kthread:	0
VmPeak:	   20316 kB
VmSize:	   20316 kB
VmLck:	       0 kB
VmPin:	       0 kB
VmHWM:	    6452 kB
VmRSS:	    6452 kB
RssAnon:	    1252 kB
RssFile:	    5200 kB
RssShmem:	       0 kB
VmData:	     668 kB
VmStk:	     132 kB
VmExe:	      20 kB
VmLib:	   11424 kB
VmPTE:	      84 kB
VmSwap:	       0 kB
HugetlbPages:	       0 kB
CoreDumping:	0
THP_enabled:	1
untag_mask:	0xffffffffffffffff
Threads:	1
SigQ:	1/63819
SigPnd:	0000000000000000
ShdPnd:	0000000000000000
SigBlk:	0000000000000000
SigIgn:	0000000000001006
SigCgt:	0000000000000000
CapInh:	0000000000000000
CapPrm:	000001ffffffffff
CapEff:	000001ffffffffff
CapBnd:	000001ffffffffff
CapAmb:	0000000000000000
NoNewPrivs:	0
Seccomp:	0
Seccomp_filters:	0
Speculation_Store_Bypass:	thread vulnerable
SpeculationIndirectBranch:	conditional enabled
Cpus_allowed:	f
Cpus_allowed_list:	0-3
Mems_allowed:	00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000001
Mems_allowed_list:	0
voluntary_ctxt_switches:	0
nonvoluntary_ctxt_switches:	5
x86_Thread_features:	
x86_Thread_features_locked:	

--- t=5s ---
[thread times]
141997 (rtos_client) S 140665 140665 140664 34819 140665 4194560 550 0 0 0 0 1 0 0 20 0 4 0 140458608 180195328 3008 18446744073709551615 104964150812672 104964150832529 140727593411408 0 0 0 0 4100 2 1 0 0 17 3 0 0 0 0 0 104964150843872 104964150845456 104965077848064 140727593416450 140727593416478 140727593416478 140727593418730 0

142004 (rtos_client) S 140665 140665 140664 34819 140665 4194368 1 0 0 0 0 0 0 0 -21 0 4 0 140458610 180195328 3008 18446744073709551615 104964150812672 104964150832529 140727593411408 0 0 0 0 4100 2 1 0 0 -1 0 20 2 0 0 0 104964150843872 104964150845456 104965077848064 140727593416450 140727593416478 140727593416478 140727593418730 0

142005 (rtos_client) S 140665 140665 140664 34819 140665 4194624 248 0 0 0 7 0 0 0 -16 0 4 0 140458610 180195328 3008 18446744073709551615 104964150812672 104964150832529 140727593411408 0 0 0 0 4100 2 1 0 0 -1 0 15 2 0 0 0 104964150843872 104964150845456 104965077848064 140727593416450 140727593416478 140727593416478 140727593418730 0

142007 (rtos_client) S 140665 140665 140664 34819 140665 4194368 5 0 0 0 0 0 0 0 -11 0 4 0 140458610 180195328 3008 18446744073709551615 104964150812672 104964150832529 140727593411408 0 0 0 0 4100 2 1 0 0 -1 3 10 2 0 0 0 104964150843872 104964150845456 104965077848064 140727593416450 140727593416478 140727593416478 140727593418730 0

[status]
Name:	rtos_client
Umask:	0022
State:	S (sleeping)
Tgid:	141997
Ngid:	0
Pid:	141997
PPid:	140665
TracerPid:	0
Uid:	0	0	0	0
Gid:	0	0	0	0
FDSize:	256
Groups:	0 
NStgid:	141997
NSpid:	141997
NSpgid:	140665
NSsid:	140664
Kthread:	0
VmPeak:	  268132 kB
VmSize:	  175972 kB
VmLck:	       0 kB
VmPin:	       0 kB
VmHWM:	   12180 kB
VmRSS:	   12180 kB
RssAnon:	    2012 kB
RssFile:	   10168 kB
RssShmem:	       0 kB
VmData:	   26104 kB
VmStk:	     132 kB
VmExe:	      20 kB
VmLib:	   11424 kB
VmPTE:	     104 kB
VmSwap:	       0 kB
HugetlbPages:	       0 kB
CoreDumping:	0
THP_enabled:	1
untag_mask:	0xffffffffffffffff
Threads:	4
SigQ:	1/63819
SigPnd:	0000000000000000
ShdPnd:	0000000000000000
SigBlk:	0000000000000000
SigIgn:	0000000000001004
SigCgt:	0000000100000002
CapInh:	0000000000000000
CapPrm:	000001ffffffffff
CapEff:	000001ffffffffff
CapBnd:	000001ffffffffff
CapAmb:	0000000000000000
NoNewPrivs:	0
Seccomp:	0
Seccomp_filters:	0
Speculation_Store_Bypass:	thread vulnerable
SpeculationIndirectBranch:	conditional enabled
Cpus_allowed:	f
Cpus_allowed_list:	0-3
Mems_allowed:	00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000001
Mems_allowed_list:	0
voluntary_ctxt_switches:	1
nonvoluntary_ctxt_switches:	10
x86_Thread_features:	
x86_Thread_features_locked:	

--- t=10s ---
[thread times]
141997 (rtos_client) S 140665 140665 140664 34819 140665 4194560 550 0 0 0 0 1 0 0 20 0 4 0 140458608 180195328 3040 18446744073709551615 104964150812672 104964150832529 140727593411408 0 0 0 0 4100 2 1 0 0 17 3 0 0 0 0 0 104964150843872 104964150845456 104965077848064 140727593416450 140727593416478 140727593416478 140727593418730 0

142004 (rtos_client) S 140665 140665 140664 34819 140665 4194368 1 0 0 0 0 0 0 0 -21 0 4 0 140458610 180195328 3040 18446744073709551615 104964150812672 104964150832529 140727593411408 0 0 0 0 4100 2 1 0 0 -1 0 20 2 0 0 0 104964150843872 104964150845456 104965077848064 140727593416450 140727593416478 140727593416478 140727593418730 0

142005 (rtos_client) S 140665 140665 140664 34819 140665 4194624 258 0 0 0 12 1 0 0 -16 0 4 0 140458610 180195328 3040 18446744073709551615 104964150812672 104964150832529 140727593411408 0 0 0 0 4100 2 1 0 0 -1 0 15 2 0 0 0 104964150843872 104964150845456 104965077848064 140727593416450 140727593416478 140727593416478 140727593418730 0

142007 (rtos_client) S 140665 140665 140664 34819 140665 4194368 5 0 0 0 0 0 0 0 -11 0 4 0 140458610 180195328 3040 18446744073709551615 104964150812672 104964150832529 140727593411408 0 0 0 0 4100 2 1 0 0 -1 3 10 2 0 0 0 104964150843872 104964150845456 104965077848064 140727593416450 140727593416478 140727593416478 140727593418730 0

[status]
Name:	rtos_client
Umask:	0022
State:	S (sleeping)
Tgid:	141997
Ngid:	0
Pid:	141997
PPid:	140665
TracerPid:	0
Uid:	0	0	0	0
Gid:	0	0	0	0
FDSize:	256
Groups:	0 
NStgid:	141997
NSpid:	141997
NSpgid:	140665
NSsid:	140664
Kthread:	0
VmPeak:	  268132 kB
VmSize:	  175972 kB
VmLck:	       0 kB
VmPin:	       0 kB
VmHWM:	   12220 kB
VmRSS:	   12220 kB
RssAnon:	    2052 kB
RssFile:	   10168 kB
RssShmem:	       0 kB
VmData:	   26124 kB
VmStk:	     132 kB
VmExe:	      20 kB
VmLib:	   11424 kB
VmPTE:	     104 kB
VmSwap:	       0 kB
HugetlbPages:	       0 kB
CoreDumping:	0
THP_enabled:	1
untag_mask:	0xffffffffffffffff
Threads:	4
SigQ:	1/63819
SigPnd:	0000000000000000
ShdPnd:	0000000000000000
SigBlk:	0000000000000000
SigIgn:	0000000000001004
SigCgt:	0000000100000002
CapInh:	0000000000000000
CapPrm:	000001ffffffffff
CapEff:	000001ffffffffff
CapBnd:	000001ffffffffff
CapAmb:	0000000000000000
NoNewPrivs:	0
Seccomp:	0
Seccomp_filters:	0
Speculation_Store_Bypass:	thread vulnerable
SpeculationIndirectBranch:	conditional enabled
Cpus_allowed:	f
Cpus_allowed_list:	0-3
